IMAGE\LABEL	airplane	bare-soil	buildings	cars	chaparral	court	dock	field	grass	mobile-home	pavement	sand	sea	ship	tanks	trees	water
airport_60	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0	1	0
airport_61	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
airport_62	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
airport_63	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	1	0
airport_64	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
airport_65	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
airport_66	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
airport_67	1	1	1	1	0	0	0	0	1	0	1	0	0	0	1	1	0
airport_68	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
airport_69	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
airport_7	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
airport_70	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
airport_71	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
airport_72	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
airport_73	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
airport_74	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0	1	0
airport_75	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1
airport_76	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0	1	1
airport_77	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
airport_78	1	1	1	1	0	0	0	0	1	0	1	0	0	0	1	1	0
airport_79	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
airport_8	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
airport_80	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
airport_9	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
bareland_1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
bareland_10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_17	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_19	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_21	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
bareland_22	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
bareland_24	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_25	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_27	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
bareland_28	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_29	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_31	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
bareland_33	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_34	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_35	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_36	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_37	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_38	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_39	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_40	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_41	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_42	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_43	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_44	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_45	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_46	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_47	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_48	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_49	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_50	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_51	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_52	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_53	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_54	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_55	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_56	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_57	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_58	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_59	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
bareland_60	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_61	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_62	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_63	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_64	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_65	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_66	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1
bareland_67	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_69	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_7	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
bareland_70	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_71	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_72	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_73	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_74	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_75	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
bareland_76	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
bareland_77	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_78	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_79	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bareland_9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
baseballfield_1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballfield_11	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0
baseballfield_13	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0
baseballfield_15	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0
baseballfield_17	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0
baseballfield_19	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballfield_20	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballfield_22	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballfield_24	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0
baseballfield_26	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballfield_28	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballfield_3	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballfield_31	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballfield_33	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballfield_35	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0
baseballfield_37	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballfield_39	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballfield_40	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballfield_42	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballfield_44	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballfield_46	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0
baseballfield_48	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballfield_5	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballfield_51	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0
baseballfield_53	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballfield_55	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballfield_57	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballfield_59	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballfield_60	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0
baseballfield_62	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0
baseballfield_64	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0
baseballfield_66	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballfield_68	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballfield_7	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballfield_71	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballfield_73	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballfield_75	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0
baseballfield_77	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballfield_79	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballfield_80	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
beach_1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_10	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0
beach_12	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_14	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_18	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_21	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_22	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
beach_24	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
beach_25	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_26	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
beach_27	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_30	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
beach_31	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_32	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0
beach_33	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_35	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_36	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
beach_37	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
beach_38	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
beach_39	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
beach_4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_41	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
beach_42	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
beach_43	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_44	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_45	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
beach_46	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_47	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_48	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_49	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_5	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
beach_50	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_51	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_52	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_53	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_54	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_55	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_56	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_57	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_58	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_59	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_60	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_61	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_62	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_63	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_64	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_65	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_66	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
beach_67	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
beach_68	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_69	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_7	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach_70	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
beach_71	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
beach_73	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
beach_75	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
beach_77	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
beach_78	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
beach_79	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
beach_8	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1
beach_80	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
beach_9	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
bridge_12	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1
bridge_13	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	1
bridge_14	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1
bridge_16	0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1
bridge_17	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1
bridge_18	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1
bridge_2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1
bridge_22	0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1
bridge_23	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1
bridge_26	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1
bridge_29	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	1
bridge_3	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	1	1
bridge_30	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	1
bridge_32	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1
bridge_35	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1
bridge_36	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	1	1
bridge_38	0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1
bridge_4	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1
bridge_41	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	1	1
bridge_42	0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1
bridge_43	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	1
bridge_44	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1
bridge_45	0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1
bridge_47	0	1	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1
bridge_49	0	1	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1
bridge_51	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1
bridge_52	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1
bridge_54	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	1
bridge_55	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1
bridge_56	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	1	1
bridge_57	0	1	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1
bridge_59	0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1
bridge_60	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	1
bridge_64	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1
bridge_65	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	1	1
bridge_66	0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1
bridge_67	0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1
bridge_68	0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1
bridge_69	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	1
bridge_7	0	1	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1
bridge_70	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	1	1
bridge_71	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1
bridge_72	0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1
bridge_75	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	1	1
bridge_77	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1
bridge_79	0	1	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1
bridge_8	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1
center_1	0	1	1	1	1	0	0	0	1	0	1	0	0	0	0	1	0
center_11	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
center_13	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
center_15	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
center_17	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
center_19	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1
center_2	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0
center_22	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
center_24	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
center_25	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
center_28	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
center_29	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
center_30	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
center_33	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
center_35	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0
center_37	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1
center_38	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1
center_4	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
center_41	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
center_42	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
center_45	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
center_47	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
center_48	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
center_50	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
center_52	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
center_54	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
center_56	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
center_58	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
center_6	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
center_61	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	1
center_64	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
center_66	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
center_67	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
center_69	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
center_70	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
center_72	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
center_75	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
center_77	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
center_79	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1
center_80	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
church_1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
church_11	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
church_13	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
church_15	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
church_17	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
church_19	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
church_2	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
church_21	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1
church_23	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
church_25	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
church_27	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
church_29	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
church_30	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
church_32	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
church_34	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
church_36	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
church_38	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
church_4	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
church_41	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
church_43	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
church_44	0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1
church_45	0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1
church_46	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	1
church_47	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	1
church_48	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	1
church_50	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	1	1
church_51	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
church_52	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
church_54	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
church_56	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
church_58	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
