IMAGE\LABEL	airplane	bare-soil	buildings	cars	chaparral	court	dock	field	grass	mobile-home	pavement	sand	sea	ship	tanks	trees	water
airplane71	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane72	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane74	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane75	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane76	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane77	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane78	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
airplane79	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane80	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane81	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane82	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane83	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane84	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane85	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane86	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane87	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane88	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane89	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane90	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane91	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane92	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane93	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane94	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane95	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane96	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane97	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane98	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
airplane99	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
baseballdiamond06	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballdiamond10	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond12	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond17	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
baseballdiamond18	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond24	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond25	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
baseballdiamond26	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond30	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond32	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond34	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond37	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballdiamond38	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond42	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond47	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballdiamond50	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
baseballdiamond53	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond54	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond56	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond60	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
baseballdiamond61	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
baseballdiamond62	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballdiamond64	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
baseballdiamond67	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond68	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond69	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond70	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond72	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballdiamond73	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond75	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond76	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond77	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond78	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond81	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
baseballdiamond82	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond83	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond84	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond86	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
baseballdiamond88	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond92	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond93	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond94	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond97	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
baseballdiamond98	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
beach01	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach05	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach09	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach14	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach16	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach21	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach25	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach32	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach36	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach37	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach41	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0
beach42	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0
beach44	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach46	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach48	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach49	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach52	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach53	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach55	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach57	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach60	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach61	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach62	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach63	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach64	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach65	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach66	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach67	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach68	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach69	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach70	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach71	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach72	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach73	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach74	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach75	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach76	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach77	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach78	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach79	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach80	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach81	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach82	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach83	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach84	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach85	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach86	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach87	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach88	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach89	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach90	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach91	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach92	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach93	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach94	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach95	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach96	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach97	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach98	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach99	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
buildings00	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings01	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings03	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings04	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings07	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings11	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings12	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings14	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings17	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings18	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings23	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
buildings24	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings25	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings29	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings30	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
buildings31	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings33	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings34	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings38	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings42	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
buildings44	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings45	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings49	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings50	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings51	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
buildings52	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
buildings55	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings56	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
buildings58	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
buildings59	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings62	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings63	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
buildings64	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
buildings65	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
buildings66	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings71	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
buildings72	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
buildings75	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings76	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
buildings77	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
buildings82	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings83	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings85	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
buildings89	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings94	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
buildings95	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings96	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings97	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings98	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
buildings99	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chaparral00	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral04	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral08	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral10	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral14	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral18	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral22	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral26	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral32	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral34	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral37	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral39	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral41	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral42	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral45	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral46	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral48	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral50	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral52	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral54	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral55	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral56	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral57	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral58	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral59	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral60	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chaparral61	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chaparral62	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chaparral63	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chaparral64	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chaparral65	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chaparral66	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chaparral67	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral68	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral69	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral70	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral71	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral72	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral73	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral74	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral75	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral76	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral77	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral78	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral79	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral80	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral81	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral82	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral83	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral84	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral85	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral86	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral87	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral88	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral89	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral90	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral91	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral92	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral93	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral94	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral95	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral96	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral97	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral98	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral99	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
denseresidential00	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential05	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
denseresidential06	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
denseresidential07	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
denseresidential08	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential09	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
denseresidential11	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential13	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential17	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential21	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
denseresidential22	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
denseresidential24	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
